Reference,DOI,species_name,species_name2,species,sample_label,sample_id,max_diam_mu,total_ind_measured_in_the_sample,lat,long,sample_type,vessel,sampling_date,water_depth,trap_depth
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-05,r2,210.31,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-14,r2,179.66,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-16,r2,240.97,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r20,239.67,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r20,238.22,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-08,r20,208.85,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r20,172.32,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-05,r21,197.79,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-07,r21,205.16,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r21,291.63,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r21,172.06,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-08,r22,171.81,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r22,183.39,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r23,242.35,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r23,203.67,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r23,184.25,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r24,220.32,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r24,203.67,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-07,r24,203.52,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r24,280.82,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r24,309.29,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r25,203.67,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-07,r25,220.9,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r25,187.43,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-07,r26,207.11,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r26,361.18,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r26,200.37,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r26,192.52,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r27,231.55,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r27,325.17,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r27,218.79,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-07,r27,192.54,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r27,347.68,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r27,187.11,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r28,190.66,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r28,197.15,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r28,181.88,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r29,357.23,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r29,212.51,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r29,188.47,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-02,r3,252.92,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-05,r3,210.31,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r3,251.42,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-07,r3,250.28,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-08,r3,225.81,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r3,234.61,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r3,242.74,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-13,r3,254.74,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-14,r3,179.66,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-16,r3,202.64,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-18,r3,225.29,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r30,257.94,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r30,190.66,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r30,162.44,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r30,204.8,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r31,250.78,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r31,214.56,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r31,177.5,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r32,196.91,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r32,239.41,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r32,194.42,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r32,170.08,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r33,196.91,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r33,223.08,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r33,213.09,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r33,197.06,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r33,195.47,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r34,241.18,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r34,196.91,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r34,195.13,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r35,221.2,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r35,196.91,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r35,195.13,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r35,211.43,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r35,172.3,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r36,160.44,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r36,196.91,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r36,245.74,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r36,173.55,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r37,196.91,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r37,259.61,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r37,202.08,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r37,183.7,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r37,202.58,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r37,176.13,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,279-22-13,r37,250.45,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r38,214.57,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r38,232.98,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r38,202.08,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r38,173.68,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r38,221.75,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r39,226.94,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r39,214.57,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r39,232.98,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r39,202.08,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r39,201.5,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r39,204.1,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-02,r4,230.25,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r4,274.47,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-05,r4,210.31,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-07,r4,273.75,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-08,r4,212.98,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r4,233.24,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r4,225.39,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-14,r4,191.98,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-18,r4,225.29,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r40,214.57,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r40,172.68,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r40,260.15,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r40,191.09,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r40,187.02,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r41,222.63,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r41,214.57,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r41,172.68,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r41,195.33,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r42,257.79,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r42,215.06,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r42,172.68,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r42,240.25,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r42,190.56,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r43,272.66,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r43,215.06,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r43,172.68,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r43,229.49,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r43,175.74,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
